"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2017140","Wanda J. Orlikowski and Stephen R. Barley","","","","Technology and Institutions: What Can Research on Information Technology and Research on Organizations Learn from Each Other?","145--165","","21","epistemology, information technology, institutional analysis, organization studies, research agenda, technological change","10.2307/3250927","MIS Q.","June 2001","25","2","","June","2001","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017383","Yajiong  Xue and Huigang  Liang and William R. Boulton","","","","Information Technology Governance in Information Technology Investment Decision Processes: The Impact of Investment Characteristics, External Environment, and Internal Context","67--96","","30","IT function power, IT governance, IT investment, centralization, decision-making process, duopoly, external environment, investment characteristics, monarchy","","MIS Q.","March 2008","32","1","","March","2008","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017506","Sue Young Choi and Heeseok  Lee and Youngjin  Yoo","","","","The Impact of Information Technology and Transactive Memory Systems on Knowledge Sharing, Application, and Team Performance: A Field Study","855--870","","16","field study, knowledge management, team performance, transactive memory system","","MIS Q.","Decenber 2010","34","4","","December","2010","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017619","Robert W. Zmud","","","","The Effectiveness of External Information Channels in Facilitating Innovation Within Software Development Groups","43--58","","16","information channels, innovation, software development, software management","10.2307/248912","MIS Q.","June 1983","7","2","","June","1983","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017149","Youngjin  Yoo and Maryam  Alavi","","","","Media and Group Cohesion: Relative Influences on Social Presence, Task Participation, and Group Consensus","371--390","","20","desktop videoconferencing, group cohesion, group consensus, group history, media richness, social presence, task participation","10.2307/3250922","MIS Q.","September 2001","25","3","","September","2001","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017340","Zhenhui (Jack) Jiang and Izak  Benbasat","","","","The Effects of Presentation Formats and Task Complexity on Online Consumers' Product Understanding","475--475","","1","product presentation, product understanding, task complexity, virtual product experience","","MIS Q.","September 2007","31","3","","September","2007","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017283","Gabriele  Piccoli and Blake  Ives","","","","Review: It-dependent Strategic Initiatives and Sustained Competitive Advantage: A Review and Synthesis of the Literature","747--776","","30","IT-dependent strategic initiatives, competitive advantage, strategic agility, strategic information systems, sustainable competitive advantage","","MIS Q.","December 2005","29","4","","December","2005","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017249","Molly McLure Wasko and Samer  Faraj","","","","Why Should I Share? Examining Social Capital and Knowledge Contribution in Electronic Networks of Practice","35--57","","23","electronic networks of practice, knowledge management, online communities, social capital","","MIS Q.","March 2005","29","1","","March","2005","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2481653","Nicholas  Roberts and Pamela S. Galluch and Michael  Dinger and Varun  Grover","","","","Absorptive Capacity and Information Systems Research: Review, Synthesis, and Directions for Future Research","625--648","","24","IT capability, absorptive capacity, information systems, knowledge, organizational learning","","MIS Q.","June 2012","36","2","","June","2012","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","58319","John P. Singleton and Ephraim R. McLean and Edward N. Altman","","","","Measuring Information Systems Performance: Experience with the Management by Results System at Security Pacific Bank","325--337","","13","","10.2307/248857","MIS Q.","June 1988","12","2","","June","1988","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","3177629","Paul M. Leonardi and Diane E. Bailey and Eduardo H. Diniz and Dan  Sholler and Bonnie  Nardi","","","","Multiplex Appropriation in Complex Systems Implementation: The Case of Brazil's Correspondent Banking System","461--473","","13","ICT4D, appropriation, complex systems, complexity, developing countries, implementation, multiplexity, technology use, user-centered design","10.25300/MISQ/2016/40.2.10","MIS Q.","June 2016","40","2","","June","2016","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","347449","Eileen M. Trauth and Leonard M. Jessup","","","","Understanding Computer-mediated Discussions: Positivist and Interpretive Analyses of Group Support System Use","43--79","","37","IS research methodologies, anonymity, computer-mediated communication, ethnography, gender, group decision making, group decision support system, hermeneutics, information richness, interpretive methods, positivist methods, virtual group","10.2307/3250979","MIS Q.","March 2000","24","1","","March","2000","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","343636","Peter  Weill and Michael  Vitale","","","","Assessing the Health of an Information Systems Applications Portfolio: An Example from Process Manufacturing","601--624","","24","IS assessment, applications portfolio, value of IS","10.2307/249491","MIS Q.","Dec. 1999","23","4","","December","1999","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","3177680","Jimmy  Huang and Ola  Henfridsson and Martin J. Liu and Sue  Newell","","","","Growing on Steroids: Rapidly Scaling the User Base of Digital Ventures Through Digital Innovaton","301--314","","14","case study, digital innovation, digital technology, digital ventures, rapid scaling, user base","10.25300/MISQ/2017/41.1.16","MIS Q.","March 2017","41","1","","March","2017","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
